"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Well_Tag_ID","Field_Collection_Type","Field_Collector","Field_Collection_Date","Field_Collection_Time","Field_Collection_Date_Time","Field_Collection_Date_Accuracy","Field_Collection_Comment","Well_Water_Level_Measuring_Point_or_TOC_ID","Sample_Source","Water_Level_Parameter_Name","Water_Level_Value","Water_Level_Value_Units","Water_Level_Qualifier","Water_Level_Qualifier_Description","Water_Level_Accuracy","Water_Level_Method","Water_Level_Method_Description","Water_Level_Comment","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Calculated_Land_Surface_Elevation_NAVD88_FT","Calculated_Well_Water_Level_Measuring_Point_or_TOC_Elevation_NAVD88_FT","Well_Water_Level_Measuring_Point_or_TOC_Height","Well_Water_Level_Measuring_Point_or_TOC_Height_Units","Calculated_Water_Level_Elevation_NAVD88_FT","Calculated_Water_Level_Elevation_Accuracy_FT","Calculated_Water_Level_Depth_Below_Land_Surface_FT","Study_ID_Alias","EIM_Data_Entry_Review_Status","Result_Suspect_Or_Rejected_Flag","Result_Suspect_Code","Result_Suspect_Description","Record_Created_On","Result_System_ID"
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB746","LYV-MW-023","LYV-MW-023","BKB746","MEASUREMENT","WA Dept of Ecology","04/13/2022",09:25:00,"04/13/2022 09:25:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","34.89","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.214644188483,-119.956200484422,699.41,699.41,,"",664.52,"",,"","Not Reviewed","","","",11/3/2022 2:00:51 PM,216104834
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-13","MW-13","MW-13","","Measurement","Consultant, Professional","03/05/2020",10:07:00,"03/05/2020 10:07:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","8.35","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56451699,-120.4897428,1000,,3,"FT",994.65,"+/- 10 ft (3 m)",5.35,"","Not Reviewed","","","",7/8/2020 10:55:49 AM,212445079
"VCCE0529","Hahn Motor Company","VCCE0529-MW3","VCCE0529-MW3","VCCE0529-MW3","","Measurement","Consultant, Professional","10/03/2022",10:00:00,"10/03/2022 10:00:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","16.36","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5883210009417,-120.497797,1041.88,1041.88,,"",1025.52,"",,"","Not Reviewed","","","",3/21/2023 8:03:36 AM,216850505
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW11","MW11","FS26981244-MW11","BKY189","Measurement","Consultant, Professional","05/15/2019",,"05/15/2019","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.45","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56793,-120.47344,,986,,"",975.55,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646770
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB731","LYV-MW-007","LYV-MW-007","BKB731","MEASUREMENT","WA Dept of Ecology","10/14/2021",10:10:00,"10/14/2021 10:10:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","166.71","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.4115919749025,-120.209806270121,974.13,974.13,,"",807.42,"",,"","Not Reviewed","","","",2/6/2022 5:45:57 PM,215044118
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_KMW_15","KMW_15","FS469_KMW_15","","Measurement","Consultant, Professional","11/01/2021",,"11/01/2021","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.70","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5847055555556,-120.538836111111,,1083.54,,"",1072.84,"",,"","Not Reviewed","","","",12/21/2021 1:38:28 PM,214943960
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB741","LYV-MW-028","LYV-MW-028","BKB741","MEASUREMENT","WA Dept of Ecology","03/09/2022",09:58:00,"03/09/2022 09:58:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","39.07","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.2746788976417,-119.905319888581,815.45,815.45,,"",776.38,"",,"","Not Reviewed","","","",4/29/2022 1:04:35 PM,215238505
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW23","MW23","FS26981244-MW23","BME638","Measurement","Consultant, Professional","12/05/2019",,"12/05/2019","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.49","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56744,-120.47267,,983,,"",973.51,"",,"VCCE0312","Not Reviewed","","","",2/18/2020 3:17:09 PM,211643551
"VCCE0435","Ameristar No 19 (Also known as Pik a Pop No 14, Tieton Station, Tieton Smoke Shop, Maid O Clover)","VCCE0435-MW11","MW11","VCCE0435-MW11","BJZ546","Measurement","Consultant, Professional","05/04/2018",14:11:00,"05/04/2018 14:11:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.12","ft","","","Water level accurate to +/- 0.01ft","GWLMB","Groundwater level by analog (mechanical) recorder","",46.5924,-120.55722,,1173,,"",1159.88,"",,"","Not Reviewed","","","",9/14/2018 10:30:26 AM,208173297
"VCCE0441","Kellogs Korner, Midvale and Emerald Roads, Sunnyside, Washington. Voluntary Cleanup Program","CE0441-FMW-4","FMW-4","CE0441-FMW-4","BKX353","Measurement","Consultant, Professional","10/24/2017",,"10/24/2017","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.05","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.3018210009422,-120.019689,,704.15,,"",691.1,"",,"","Not Reviewed","","","",8/27/2019 3:18:59 PM,210335445
"VCCE0441","Kellogs Korner, Midvale and Emerald Roads, Sunnyside, Washington. Voluntary Cleanup Program","CE0441-FMW-4","FMW-4","CE0441-FMW-4","BKX353","Measurement","Consultant, Professional","12/19/2018",,"12/19/2018","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.32","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.3018210009422,-120.019689,,704.15,,"",690.83,"",,"","Not Reviewed","","","",8/27/2019 3:18:59 PM,210335448
"VCCE0475","Buena LUST site, Buena Labor Camp, Buena, WA","522-MW-21","MW-21","522_MW-21","","Measurement","Consultant, Professional","05/01/2019",15:12:00,"05/01/2019 15:12:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","3.37","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.426865544,-120.313311404999,,789.64,,"",786.27,"",,"BUENA LU, FS27377292, FS522","Reviewed","","","",8/8/2019 9:46:30 AM,210279868
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_KMW_7","KMW_7","FS469_KMW_7","","Measurement","Consultant, Professional","11/06/2018",,"11/06/2018","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","12.45","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.58505,-120.540583333333,,1091.96,,"",1079.51,"",,"","Not Reviewed","","","",12/17/2018 1:10:26 PM,208624161
"VCCE0435","Ameristar No 19 (Also known as Pik a Pop No 14, Tieton Station, Tieton Smoke Shop, Maid O Clover)","VCCE0435-MW10","MW10","VCCE0435-MW10","BJZ545","Measurement","Consultant, Professional","04/18/2017",12:35:00,"04/18/2017 12:35:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","12.4","ft","","","Water level accurate to +/- 0.01ft","GWLMB","Groundwater level by analog (mechanical) recorder","",46.59239,-120.55712,,1173,,"",1160.6,"",,"","Not Reviewed","","","",9/14/2018 10:30:26 AM,208173264
"VCCE0441","Kellogs Korner, Midvale and Emerald Roads, Sunnyside, Washington. Voluntary Cleanup Program","CE0441-FMW-5","FMW-5","CE0441-FMW-5","BKX354","Measurement","Consultant, Professional","12/19/2018",,"12/19/2018","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.38","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.3017160009422,-120.019715,,705.49,,"",692.11,"",,"","Not Reviewed","","","",8/27/2019 3:18:59 PM,210335453
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-12","MW-12","MW-12","","Measurement","Consultant, Professional","06/05/2018",09:57:00,"06/05/2018 09:57:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","8.02","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56672251,-120.4904509,1003,,3,"FT",997.98,"+/- 10 ft (3 m)",5.02,"","Not Reviewed","","","",4/9/2019 9:50:55 AM,209631741
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","CGr-MW-301","LYV-MW-034","LYV-MW-034","","MEASUREMENT","WA Dept of Ecology","12/06/2021",10:21:00,"12/06/2021 10:21:00","","Field Replicate: LYV-QA-47","TOC1","Groundwater","Water level in well (depth below top of well casing)","34.30","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.20854,-119.92197,705,,3,"FT",673.7,"+/- 3 ft (1 m)",31.3,"","Not Reviewed","","","",2/6/2022 5:52:21 PM,215044945
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-13","MW-13","MW-13","","Measurement","Consultant, Professional","12/20/2017",10:22:00,"12/20/2017 10:22:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","7.51","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56451699,-120.4897428,1000,,3,"FT",995.49,"+/- 10 ft (3 m)",4.51,"","Not Reviewed","","","",3/23/2018 1:12:40 PM,207486940
"VCCE0441","Kellogs Korner, Midvale and Emerald Roads, Sunnyside, Washington. Voluntary Cleanup Program","CE0441-FMW-5","FMW-5","CE0441-FMW-5","BKX354","Measurement","Consultant, Professional","03/06/2019",,"03/06/2019","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.15","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.3017160009422,-120.019715,,705.49,,"",692.34,"",,"","Not Reviewed","","","",8/27/2019 3:18:59 PM,210335454
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-12","MW-12","MW-12","","Measurement","Consultant, Professional","03/10/2016",,"03/10/2016","","","MP1","Groundwater","Water level in well (depth below top of well casing)","6.51","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56672251,-120.4904509,1003,,3,"FT",999.49,"+/- 10 ft (3 m)",3.51,"","Not Reviewed","","","",5/9/2016 2:34:03 PM,203896344
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MW_9","MW_9","FS469_MW_9","","Measurement","Consultant, Professional","02/01/2016",15:30:00,"02/01/2016 15:30:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","14.21","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5847083333333,-120.53995,,1091.48,,"",1077.27,"",,"","Not Reviewed","","","",4/25/2016 2:05:17 PM,203808516
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_RW-03","RW-03","VCCE0442 MONITORING WELL RW-03","","Measurement","Consultant, Professional","11/15/2016",,"11/15/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","18.58","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2558100009422,-119.9018,,806.61,,"",788.03,"",,"","Reviewed","","","",2/1/2017 10:29:44 AM,205497227
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_KMW_14","KMW_14","FS469_KMW_14","","Measurement","Consultant, Professional","11/07/2016",,"11/07/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","11.98","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5844472222222,-120.538738888889,,1082.4,,"",1070.42,"",,"","Not Reviewed","","","",12/28/2016 10:21:30 AM,205239612
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MW-10","MW-10","FS469_MW-10","","Measurement","Consultant, Professional","11/07/2016",,"11/07/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","11.7","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5851226109535,-120.540755536279,,1092.11,,"",1080.41,"",,"","Not Reviewed","","","",12/28/2016 10:21:30 AM,205239618
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_RW-04","RW-04","VCCE0442 MONITORING WELL RW-04","","Measurement","Consultant, Professional","01/06/2016",11:10:00,"01/06/2016 11:10:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","20.82","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2558500009423,-119.90147,,812.33,,"",791.51,"",,"","Reviewed","","","",6/16/2016 1:57:18 PM,204243420
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-12","MW-12","MW-12","","Measurement","Consultant, Professional","06/09/2016",09:25:00,"06/09/2016 09:25:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","6.89","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56672251,-120.4904509,1003,,3,"FT",999.11,"+/- 10 ft (3 m)",3.89,"","Not Reviewed","","","",9/9/2016 2:55:21 PM,204783375
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_RW-04","RW-04","VCCE0442 MONITORING WELL RW-04","","Measurement","Consultant, Professional","08/17/2017",11:29:00,"08/17/2017 11:29:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","18.94","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2558500009423,-119.90147,,812.33,,"",793.39,"",,"","Reviewed","","","",9/18/2017 12:26:16 PM,206592947
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_SW-02","SW-02","VCCE0442 MONITORING WELL SW-02","","Measurement","Consultant, Professional","08/17/2017",11:08:00,"08/17/2017 11:08:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","16.61","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2556900009423,-119.90187,,804.99,,"",788.38,"",,"","Reviewed","","","",9/18/2017 12:26:17 PM,206592953
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_KMW_15","KMW_15","FS469_KMW_15","","Measurement","Consultant, Professional","08/15/2017",,"08/15/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.84","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5847055555556,-120.538836111111,,1083.54,,"",1073.7,"",,"","Not Reviewed","","","",10/16/2017 3:46:02 PM,206703530
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_KMW_14","KMW_14","FS469_KMW_14","","Measurement","Consultant, Professional","05/09/2016",,"05/09/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","12.29","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5844472222222,-120.538738888889,,1082.4,,"",1070.11,"",,"","Not Reviewed","","","",5/31/2016 12:36:23 PM,204041479
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_KMW_15","KMW_15","FS469_KMW_15","","Measurement","Consultant, Professional","07/25/2016",,"07/25/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.36","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5847055555556,-120.538836111111,,1083.54,,"",1073.18,"",,"","Not Reviewed","","","",9/2/2016 12:16:32 PM,204756847
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW16","MW16","FS26981244-MW16","BLI544","Measurement","Consultant, Professional","05/15/2019",,"05/15/2019","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.86","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56783,-120.47267,,984,,"",974.14,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646781
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW4","MW4","FS26981244-MW4","BKY192","Measurement","Consultant, Professional","12/04/2019",,"12/04/2019","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.56","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.568,-120.47268,,984,,"",973.44,"",,"VCCE0312","Not Reviewed","","","",2/18/2020 3:17:09 PM,211643527
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","CGr-MW-301","LYV-MW-034","LYV-MW-034","","MEASUREMENT","WA Dept of Ecology","12/06/2021",10:20:00,"12/06/2021 10:20:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","34.30","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.20854,-119.92197,705,,3,"FT",673.7,"+/- 3 ft (1 m)",31.3,"","Not Reviewed","","","",2/6/2022 5:52:21 PM,215044939
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB727","LYV-MW-025","LYV-MW-025","BKB727","Measurement","WA Dept of Ecology","08/02/2021",14:58:00,"08/02/2021 14:58:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","27.03","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3314122991254,-119.92662260444,926.45,926.45,,"",899.42,"",,"","Not Reviewed","","","",2/4/2022 6:11:41 PM,215043107
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW6","MW6","FS26981244-MW6","BKY188","Measurement","Consultant, Professional","08/16/2017",,"08/16/2017","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.92","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56822,-120.47261,,985,,"",975.08,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646816
